SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,29 Calle Verano,Rancho Santa Margarita,CA,92688,1079000,3,2.5,California Tesoro (CATS),1574,3200,1994,1,686,91,Active,,,https://www.redfin.com/CA/Rancho-Santa-Margarita/29-Calle-Verano-92688/home/5066829,CRMLS,SR26035476,N,Y,33.6220898,-117.6123508
MLS Listing,,Single Family Residential,1221 Carlton,Santa Ana,CA,92707,915000,3,2.0,Other (OTHR),1233,6095,1950,1,742,,Active,March-1-2026 12:00 PM,March-1-2026 03:00 PM,https://www.redfin.com/CA/Santa-Ana/1221-Carlton-Pl-92707/home/3095259,CRMLS,OC26043457,N,Y,33.7225736,-117.8841292
MLS Listing,,Single Family Residential,30 Santa Inez,Rancho Santa Margarita,CA,92688,1699999,5,4.0,Lyon Monterrey (LYMR),3223,4320,2000,1,527,254,Active,February-28-2026 01:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Rancho-Santa-Margarita/30-Santa-Inez-92688/home/5782397,CRMLS,OC26035303,N,Y,33.6294519,-117.6103634
MLS Listing,,Condo/Co-op,3580 W Sweetbay Ct Unit B,Anaheim,CA,92804,479900,1,1.0,Evergreen Village (EVRG),798,871,1985,1,601,496,Active,,,https://www.redfin.com/CA/Anaheim/3580-W-Sweetbay-Ct-92804/unit-B/home/5542866,CRMLS,OC26043464,N,Y,33.8127648,-118.0113811
MLS Listing,,Single Family Residential,2401 Foxdale,La Habra,CA,90631,980000,4,2.0,87 - La Habra,1643,6405,1956,1,596,,Active,March-7-2026 12:00 PM,March-7-2026 03:00 PM,https://www.redfin.com/CA/La-Habra/2401-Foxdale-Ave-90631/home/3109172,CRMLS,OC26038337,N,Y,33.9390665,-117.9732477
MLS Listing,,Single Family Residential,327 62nd St,Newport Beach,CA,92663,2745000,3,2.0,Newport Shores (NEWS),1477,2520,1960,1,1858,58,Active,February-28-2026 02:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Newport-Beach/327-62nd-St-92663/home/3232238,CRMLS,NP26042960,N,Y,33.6284437,-117.9478884
MLS Listing,,Townhouse,112 Cameray Hts,Laguna Niguel,CA,92677,1100000,2,2.5,Cameray Pointe (BB) (BCP),1643,,1991,1,670,515,Active,,,https://www.redfin.com/CA/Laguna-Niguel/112-Cameray-Hts-92677/home/5386855,CRMLS,TR26042391,N,Y,33.5022724,-117.691627
MLS Listing,,Condo/Co-op,21464 San Bernardo,Mission Viejo,CA,92692,780000,2,2.0,Palmia - Courts 2 (PTC2),1387,,1995,1,562,823,Active,,,https://www.redfin.com/CA/Mission-Viejo/21464-San-Bernardo-92692/home/5416638,CRMLS,OC26023011,N,Y,33.650326,-117.625709
MLS Listing,,Single Family Residential,28372 La Falda,Laguna Niguel,CA,92677,1945000,4,3.0,Fieldstone Collection I (FC),2288,6000,1985,1,850,191,Pre On-Market,,,https://www.redfin.com/CA/Laguna-Niguel/28372-La-Falda-92677/home/4883623,CRMLS,OC26034232,N,Y,33.5507723,-117.6821097
MLS Listing,,Condo/Co-op,1200 Pacific Coast Hwy #102,Huntington Beach,CA,92648,909000,2,2.0,15 - West Huntington Beach,1046,81457,1987,1,869,700,Pre On-Market,,,https://www.redfin.com/CA/Huntington-Beach/1200-Pacific-Coast-Hwy-92648/unit-102/home/5713944,CRMLS,OC26042728,N,Y,33.6623482,-118.0081869
MLS Listing,,Single Family Residential,49 Lagunita Dr,Laguna Beach,CA,92651,13950000,4,4.5,Lagunita (LA),3726,10500,1999,1,3744,317,Active,,,https://www.redfin.com/CA/Laguna-Beach/49-Lagunita-Dr-92651/home/4935499,CRMLS,LG26043075,N,Y,33.5196248,-117.7616298
MLS Listing,,Condo/Co-op,25223 Via Lido,Laguna Niguel,CA,92677,725000,2,2.0,Milano at Rancho Niguel (MLNO),1046,,1989,1,693,747,Active,February-28-2026 12:00 PM,February-28-2026 03:00 PM,https://www.redfin.com/CA/Laguna-Niguel/25223-Via-Lido-92677/home/7211286,CRMLS,OC26039196,N,Y,33.555011,-117.689305
MLS Listing,,Condo/Co-op,320 Villa Pt,Newport Beach,CA,92660,1699000,2,2.0,Villa Point (VILP),1340,379508,1990,1,1268,661,Active,March-1-2026 01:00 PM,March-1-2026 04:00 PM,https://www.redfin.com/CA/Newport-Beach/320-Villa-Point-Dr-92660/home/5722967,CRMLS,NP26042469,N,Y,33.61266,-117.88604
MLS Listing,,Single Family Residential,5771 Via Santana,Yorba Linda,CA,92887,1250000,3,2.0,Rancho Dominguez (RNDH),1565,6324,1978,1,799,4,Pre On-Market,,,https://www.redfin.com/CA/Yorba-Linda/5771-Via-Santana-92887/home/4270822,CRMLS,PW26038346,N,Y,33.8796601,-117.7642854
MLS Listing,,Condo/Co-op,13920 Thunderbird Dr Unit 007C,Seal Beach,CA,90740,309000,1,1.0,,,740,1961,1,,586,Active,,,https://www.redfin.com/CA/Seal-Beach/13920-Thunderbird-Dr-90740/unit-007C/home/200690921,GEMLS,202601389,N,Y,33.7607393,-118.081671
MLS Listing,,Single Family Residential,2820 Stromboli,Costa Mesa,CA,92626,2695000,4,2.5,Other (OTHR),2190,7500,1963,1,1231,,Active,March-1-2026 12:00 PM,March-1-2026 04:00 PM,https://www.redfin.com/CA/Costa-Mesa/2820-Stromboli-Rd-92626/home/3697679,CRMLS,PW26042650,N,Y,33.6732739,-117.9336946
MLS Listing,,Mobile/Manufactured Home,14362 BUSHARD St #17,Westminster,CA,92683,299900,3,2.0,champion  home builders inc,1608,1618,2013,1,187,1725,Active,,,https://www.redfin.com/CA/Westminster/14362-Bushard-St-92683/unit-17/home/58552383,CRMLS,PW26043064,N,Y,33.754058,-117.96198
MLS Listing,,Single Family Residential,12652 Laux Ave,Garden Grove,CA,92840,925000,3,2.0,Other (OTHR),1041,7210,1954,1,889,,Active,,,https://www.redfin.com/CA/Garden-Grove/12652-Laux-Ave-92840/home/3955212,CRMLS,SW26042791,N,Y,33.7806985,-117.9123504
MLS Listing,,Condo/Co-op,1822 W Bushell St,Anaheim,CA,92805,1100000,4,3.5,Other (OTHR),1913,,2023,1,575,300,Active,,,https://www.redfin.com/CA/Anaheim/1822-W-Bushell-St-92805/home/182250897,CRMLS,PW26043377,N,Y,33.809941,-117.907661
MLS Listing,,Condo/Co-op,807 Buena Vis Unit C,San Clemente,CA,92672,2495000,2,2.0,Bluffs (BLFS),1886,10733,1982,1,1323,300,Active,February-28-2026 12:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/San-Clemente/807-Buena-Vis-92672/unit-C/home/179322656,CRMLS,SB26042680,N,Y,33.425243,-117.6256754
MLS Listing,,Single Family Residential,6 Mountainbrook,Irvine,CA,92620,3580000,5,5.5,Fairmont (FAIR),3276,5250,1996,1,1093,262,Pre On-Market,,,https://www.redfin.com/CA/Irvine/6-Mountainbrook-92620/home/4789189,CRMLS,OC26043195,N,Y,33.7243005,-117.7581591
MLS Listing,,Single Family Residential,103 Villa Rdg,Irvine,CA,92602,2850000,4,3.0,OH - Orchard Hills,2532,4801,2019,1,1126,359,Pre On-Market,March-1-2026 12:00 AM,March-1-2026 11:59 PM,https://www.redfin.com/CA/Irvine/103-Villa-Rdg-92602/home/167379330,CRMLS,PW26039197,N,Y,33.7310589,-117.7410598
MLS Listing,,Single Family Residential,6584 Capers Way,Cypress,CA,90630,924000,3,2.5,Cypress Village Gardens (CYGR),1799,2345,1973,1,514,400,Active,February-28-2026 12:30 PM,February-28-2026 04:30 PM,https://www.redfin.com/CA/Cypress/6584-Capers-Way-90630/home/3944766,CRMLS,PW26027599,N,Y,33.7989984,-118.0180803
MLS Listing,,Single Family Residential,24 Marble Sands,Newport Beach,CA,92660,6660000,5,5.5,NV - East Bluff - Harbor View,4510,7939,1999,1,1477,475,Active,,,https://www.redfin.com/CA/Newport-Beach/24-Marble-Sands-92660/home/5765979,CRMLS,OC26030413,N,Y,33.6309772,-117.8521335
MLS Listing,,Single Family Residential,28344 Water Way,Silverado,CA,92676,835000,2,1.0,Silverado (SC),782,3900,1930,1,1068,,Active,March-7-2026 12:00 PM,March-7-2026 03:00 PM,https://www.redfin.com/CA/Silverado/28344-Water-Way-92676/home/5119754,CRMLS,OC26014156,N,Y,33.7460745,-117.6364825
MLS Listing,,Single Family Residential,900 Gainsborough Dr,Laguna Beach,CA,92651,8300000,4,5.0,Upper Diamond (UD),4069,17097,1981,1,2040,,Active,,,https://www.redfin.com/CA/Laguna-Beach/900-Gainsborough-Dr-92651/home/4895264,CRMLS,OC26040813,N,Y,33.5293186,-117.7652915
MLS Listing,,Condo/Co-op,98 Via Barcelona,Rancho Santa Margarita,CA,92688,729000,2,2.5,R2 - Rancho Santa Margarita Central,1154,8905,1999,1,632,487,Active,,,https://www.redfin.com/CA/Rancho-Santa-Margarita/98-Via-Barcelona-92688/home/5793875,CRMLS,OC26042735,N,Y,33.639035,-117.589565
MLS Listing,,Condo/Co-op,251 Follyhatch,Irvine,CA,92618,1360000,3,2.5,GP - Great Park,1963,153285,2016,1,693,420,Active,March-7-2026 02:00 PM,March-7-2026 04:00 PM,https://www.redfin.com/CA/Irvine/251-Follyhatch-92618/home/143913774,CRMLS,OC26042371,N,Y,33.69207,-117.734113
MLS Listing,,Condo/Co-op,6131 Salem Rd #263,Yorba Linda,CA,92887,600000,3,2.0,85 - Yorba Linda,1136,,1986,1,528,561,Active,,,https://www.redfin.com/CA/Yorba-Linda/6131-Salem-Rd-92887/unit-263/home/5531940,CRMLS,NP26041502,N,Y,33.872438,-117.722703
MLS Listing,,Townhouse,18044 Courreges Ct,Fountain Valley,CA,92708,899000,2,2.5,Shadow Lane (SHLN),1469,1739,1985,1,612,579,Active,March-1-2026 12:00 PM,March-1-2026 03:00 PM,https://www.redfin.com/CA/Fountain-Valley/18044-Courreges-Ct-92708/home/3553348,CRMLS,PW26039456,N,Y,33.7006358,-117.9795703
MLS Listing,,Condo/Co-op,2708 Via Colina,Fullerton,CA,92835,800000,3,2.5,83 - Fullerton,1296,276569,1973,1,617,618,Active,March-1-2026 01:00 PM,March-1-2026 04:00 PM,https://www.redfin.com/CA/Fullerton/2708-Via-Colina-92835/home/197822956,CRMLS,NP26041830,N,Y,33.9002439,-117.905372
MLS Listing,,Single Family Residential,18864 Cordata,Fountain Valley,CA,92708,1589500,5,2.5,Century Park (CPAR),2580,5800,1969,1,616,,Active,,,https://www.redfin.com/CA/Fountain-Valley/18864-Cordata-St-92708/home/3827369,CRMLS,PW26034569,N,Y,33.6887769,-117.964741
MLS Listing,,Condo/Co-op,7361 8th #4,Buena Park,CA,90621,679999,3,2.5,Other (OTHR),1201,20430,1992,1,566,280,Active,,,https://www.redfin.com/CA/Buena-Park/7361-8th-St-90621/unit-4/home/5247585,CRMLS,PW26042324,N,Y,33.8674306,-118.0046069
MLS Listing,,Single Family Residential,1541 Via Los Bonitos,La Habra,CA,90631,1649000,5,4.0,Country Hills East (CNHE),3139,7107,1973,1,525,131,Active,,,https://www.redfin.com/CA/La-Habra/1541-Via-Los-Bonitos-90631/home/4109750,CRMLS,PW26039450,N,Y,33.9115623,-117.944418
MLS Listing,,Single Family Residential,4650 Alder,Yorba Linda,CA,92886,2400000,5,3.0,85 - Yorba Linda,3148,24872,1987,1,762,,Active,February-28-2026 12:00 PM,February-28-2026 03:00 PM,https://www.redfin.com/CA/Yorba-Linda/4650-Alder-Ave-92886/home/4278352,CRMLS,PW26037570,N,Y,33.8975248,-117.7671019
MLS Listing,,Single Family Residential,17532 Montbury Cir,Huntington Beach,CA,92649,1825000,4,2.0,Calif. Classics By The Sea (CCBS),1717,6060,1973,1,1063,,Active,February-28-2026 01:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Huntington-Beach/17532-Montbury-Cir-92649/home/3843095,CRMLS,OC26039062,N,Y,33.7075962,-118.028365
MLS Listing,,Single Family Residential,19 La Purisima,Rancho Santa Margarita,CA,92688,1592500,4,3.0,Estrella Vista (ESV),2712,5888,1992,1,587,243,Active,February-28-2026 11:00 AM,February-28-2026 03:00 PM,https://www.redfin.com/CA/Rancho-Santa-Margarita/19-La-Purisima-92688/home/5104887,CRMLS,OC26038960,N,Y,33.6438079,-117.6215772
MLS Listing,,Single Family Residential,116 11th,Huntington Beach,CA,92648,3150000,3,3.5,Downtown Area (DOWN),2986,2875,2006,1,1055,,Active,,,https://www.redfin.com/CA/Huntington-Beach/116-11th-St-92648/home/12248749,CRMLS,PW26042442,N,Y,33.6616549,-118.0068178
MLS Listing,,Condo/Co-op,2189 Via Mariposa E Unit P,Laguna Woods,CA,92637,245000,1,1.0,Leisure World (LW),675,,1969,1,363,826,Active,,,https://www.redfin.com/CA/Laguna-Woods/2189-Via-Mariposa-E-92637/unit-P/home/200688525,CRMLS,OC26042335,N,Y,33.6146064,-117.7156601
MLS Listing,,Condo/Co-op,10361 Garden Grove Blvd #39,Garden Grove,CA,92843,429900,1,1.0,Other (OTHR),710,110229,1989,1,605,411,Active,,,https://www.redfin.com/CA/Garden-Grove/10361-Garden-Grove-Blvd-92843/unit-39/home/5584016,CRMLS,PW26042516,N,Y,33.7745249,-117.9519128
MLS Listing,,Single Family Residential,1126 Naples,Placentia,CA,92870,1399000,5,3.0,Alta Placentia (ALPL),2144,6420,1969,1,653,,Pre On-Market,March-7-2026 12:00 PM,March-7-2026 04:00 PM,https://www.redfin.com/CA/Placentia/1126-Naples-Ave-92870/home/4206915,CRMLS,PW26037245,N,Y,33.8805602,-117.8535532
MLS Listing,,Single Family Residential,121 41st St,Newport Beach,CA,92663,8100000,4,5.0,West Newport Beach (WSNB),3060,2550,2017,2,2647,,Active,March-1-2026 01:00 PM,March-1-2026 04:00 PM,https://www.redfin.com/CA/Newport-Beach/121-41st-St-92663/home/112722919,CRMLS,OC26041191,N,Y,33.6191906,-117.9371885
MLS Listing,,Condo/Co-op,261 Siena,Lake Forest,CA,92630,1426000,4,3.5,699 - Not Defined,2401,,2021,2,594,385,Pre On-Market,March-7-2026 01:00 PM,March-7-2026 04:00 PM,https://www.redfin.com/CA/Lake-Forest/261-Siena-92630/home/182271102,CRMLS,TR26043107,N,Y,33.661693,-117.681927
MLS Listing,,Single Family Residential,26891 Preciados,Mission Viejo,CA,92691,1150000,3,2.0,La Paz (Central) (LP),1815,9025,1968,2,634,,Active,February-28-2026 01:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Mission-Viejo/26891-Preciados-Dr-92691/home/5040834,CRMLS,OC26043321,N,Y,33.6019435,-117.6611982
MLS Listing,,Single Family Residential,4038 Germainder,Irvine,CA,92612,1795000,4,2.5,Village I (V1),2550,3681,1965,2,704,263,Active,February-28-2026 02:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Irvine/4038-Germainder-Way-92612/home/4699020,CRMLS,OC26029085,N,Y,33.6676389,-117.8237755
MLS Listing,,Single Family Residential,1 Dolomiti,Newport Coast,CA,92657,6299998,5,4.5,Sausalito (SAUS),4160,9659,1999,2,1514,957,Active,February-28-2026 01:00 PM,February-28-2026 04:30 PM,https://www.redfin.com/CA/Newport-Coast/1-Dolomiti-92657/home/4749893,CRMLS,OC26039632,N,Y,33.6016546,-117.8136378
MLS Listing,,Condo/Co-op,4327 Blazing Star Way,Yorba Linda,CA,92886,1198000,4,3.5,Other (OTHR),1834,239754,2009,2,653,287,Active,March-7-2026 01:00 PM,March-7-2026 04:00 PM,https://www.redfin.com/CA/Yorba-Linda/4327-Blazing-Star-Way-92886/home/173438192,CRMLS,PW26041666,N,Y,33.8982488,-117.8137108
MLS Listing,,Mobile/Manufactured Home,2300 S Lewis St #143,Anaheim,CA,92802,239500,4,2.0,Other (OTHR),1573,833845,2021,2,152,,Active,,,https://www.redfin.com/CA/Anaheim/2300-S-Lewis-St-92802/unit-143/home/5131841,CRMLS,OC26041366,N,Y,33.791721,-117.895603
MLS Listing,,Single Family Residential,20591 Reef Ln,Huntington Beach,CA,92646,1599000,4,3.0,Shorcrest (SHOR),1881,6200,1966,2,850,,Active,February-28-2026 01:00 AM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Huntington-Beach/20591-Reef-Ln-92646/home/3782844,CRMLS,OC26040411,N,Y,33.6636662,-117.957945
MLS Listing,,Single Family Residential,24892 Grissom,Laguna Hills,CA,92653,1695000,4,2.5,Meredith Hills (MH),2544,13000,1976,2,666,,Active,March-1-2026 01:00 PM,March-1-2026 04:00 PM,https://www.redfin.com/CA/Laguna-Hills/24892-Grissom-Rd-92653/home/4847767,CRMLS,NP26042411,N,Y,33.5922544,-117.6950393
MLS Listing,,Single Family Residential,2686 N Meredith,Orange,CA,92867,1988000,6,3.0,Other (OTHR),3211,24800,1990,2,619,159,Active,February-28-2026 03:00 PM,February-28-2026 07:00 PM,https://www.redfin.com/CA/Orange/2686-N-Meredith-St-92867/home/4326433,CRMLS,PW26035918,N,Y,33.8338689,-117.810056
MLS Listing,,Single Family Residential,22261 Clearbrook,Mission Viejo,CA,92692,2278000,4,4.5,Montage (MON),3520,6600,1989,2,647,311,Active,,,https://www.redfin.com/CA/Mission-Viejo/22261-Clearbrook-92692/home/5048354,CRMLS,OC26042263,N,Y,33.6391874,-117.6344812
MLS Listing,,Single Family Residential,500 Silver Cyn,Brea,CA,92821,1400000,3,2.5,Other (OTHR),2101,6000,1977,2,666,,Active,February-28-2026 02:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Brea/500-Silver-Canyon-Way-92821/home/4146372,CRMLS,OC26041513,N,Y,33.9290275,-117.889054
MLS Listing,,Single Family Residential,20761 Mission Ln,Huntington Beach,CA,92646,1795000,5,3.0,Pacific Sands (Dean/Broc) (PSAN),2181,5800,1967,2,823,,Active,February-28-2026 01:00 PM,February-28-2026 03:00 PM,https://www.redfin.com/CA/Huntington-Beach/20761-Mission-Ln-92646/home/3783146,CRMLS,OC26042825,N,Y,33.6607769,-117.9805804
MLS Listing,,Single Family Residential,7 Clear Creek Ln,Laguna Hills,CA,92653,1498000,4,2.5,Woodwinds (WW),1769,4000,1997,2,847,115,Pre On-Market,,,https://www.redfin.com/CA/Laguna-Hills/7-Clear-Creek-Ln-92653/home/4861331,CRMLS,OC26043047,N,Y,33.5964432,-117.7147932
MLS Listing,,Single Family Residential,1770 W Goodhue Ave,Anaheim,CA,92804,1299000,4,3.0,699 - Not Defined,1950,9600,1959,2,666,,Active,,,https://www.redfin.com/CA/Anaheim/1770-W-Goodhue-Ave-92804/home/3606332,CRMLS,PW26043234,N,Y,33.816294,-117.9450981
MLS Listing,,Vacant Land,16902 Pacific Coast,Sunset Beach,CA,90742,3000000,,,699 - Not Defined,,2614,,2,,,Active,,,https://www.redfin.com/CA/Sunset-Beach/16902-PACIFIC-COAST-HWY-90742/home/173301225,CRMLS,NP26043229,N,Y,33.716765,-118.068724
MLS Listing,,Single Family Residential,28282 Zarza,Mission Viejo,CA,92692,1049900,3,2.0,MC - Mission Viejo Central,1472,3478,1980,2,713,619,Active,,,https://www.redfin.com/CA/Mission-Viejo/28282-Zarza-92692/home/5044452,CRMLS,PW26042985,N,Y,33.6182079,-117.6371188
MLS Listing,,Single Family Residential,636 Prosper Way,Mission Viejo,CA,92694,1770862,4,4.5,Other (OTHR),3129,4000,2026,2,566,246,Active,February-28-2026 11:00 AM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Mission-Viejo/636-Prosper-WAY-92694/home/200573254,CRMLS,OC26043220,N,Y,33.520039,-117.574854
MLS Listing,,Single Family Residential,1205 Via Catalina,San Clemente,CA,92672,3199000,5,2.5,Other (OTHR),2561,6840,1965,2,1249,,Active,February-28-2026 02:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/San-Clemente/1205-Via-Catalina-92672/home/4991784,CRMLS,OC26038699,N,Y,33.4228602,-117.6050589
MLS Listing,,Condo/Co-op,2030 E Santa Clara Unit K2,Santa Ana,CA,92705,649000,3,2.0,NTS - North Tustin,1285,301450,1963,2,505,412,Active,February-28-2026 01:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Santa-Ana/2030-E-Santa-Clara-Ave-92705/unit-K2/home/5355033,CRMLS,PW26034985,N,Y,33.7654875,-117.8370797
MLS Listing,,Single Family Residential,24596 Donna Ln,Lake Forest,CA,92630,1749000,4,3.0,LS - Lake Forest South,2722,5888,1978,2,643,92,Active,February-28-2026 01:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Lake-Forest/24596-Donna-Ln-92630/home/4821250,CRMLS,OC26036761,N,Y,33.6403028,-117.7017393
MLS Listing,,Single Family Residential,27921 Atherston,Mission Viejo,CA,92692,1649000,4,3.0,Belvedere (BEL),2816,9375,1986,2,586,103,Active,February-28-2026 01:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Mission-Viejo/27921-Atherston-92692/home/5051180,CRMLS,OC26037500,N,Y,33.5998898,-117.6424552
MLS Listing,,Single Family Residential,1701 E Balboa Blvd,Newport Beach,CA,92661,6800000,5,5.5,Balboa Peninsula Point (BLPP),3963,3375,2005,2,1716,,Active,February-28-2026 01:00 PM,February-28-2026 03:00 PM,https://www.redfin.com/CA/Newport-Beach/1701-E-Balboa-Blvd-92661/home/3240247,CRMLS,NP26042983,N,Y,33.5988173,-117.8880764
MLS Listing,,Single Family Residential,24931 Avenida Libre,Lake Forest,CA,92630,1695000,4,2.5,LS - Lake Forest South,2502,7875,1977,2,677,125,Active,,,https://www.redfin.com/CA/Lake-Forest/24931-Avenida-Libre-92630/home/4807678,CRMLS,OC26043151,N,Y,33.6556428,-117.6949034
MLS Listing,,Condo/Co-op,278 N Wilshire Unit B21,Anaheim,CA,92801,558500,2,2.0,Other (OTHR),1074,155985,1973,2,520,557,Active,February-28-2026 12:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Anaheim/278-N-Wilshire-Ave-92801/unit-B-21/home/179294287,CRMLS,PW26040682,N,Y,33.8343926,-117.9327721
MLS Listing,,Single Family Residential,10565 Chinook Ave,Fountain Valley,CA,92708,1799000,4,3.0,Green Valley Park Royal (GVPR),2828,6315,1973,2,636,87,Active,February-28-2026 12:00 PM,February-28-2026 03:00 PM,https://www.redfin.com/CA/Fountain-Valley/10565-Chinook-Ave-92708/home/3866180,CRMLS,OC26015291,N,Y,33.7080658,-117.9445846
MLS Listing,,Mobile/Manufactured Home,751 Village Lk,Brea,CA,92821,199000,1,1.5,Lake Park,1050,615357,1981,2,190,,Active,,,https://www.redfin.com/CA/Brea/751-Village-Lake-Mall-92821/home/5122636,CRMLS,PW26043078,N,Y,33.9301218,-117.9169948
MLS Listing,,Single Family Residential,21 Ali Ln,Ladera Ranch,CA,92694,3999999,5,4.5,Arboledo (ARBL),4200,17768,2007,2,952,660,Active,,,https://www.redfin.com/CA/Ladera-Ranch/21-Ali-Ln-92694/home/5963018,CRMLS,OC26021739,N,Y,33.5362516,-117.6354292
MLS Listing,,Single Family Residential,27611 Vista De Dons,Capistrano Beach,CA,92624,1950000,4,3.0,Other (OTHR),2421,7250,1980,2,805,,Active,February-28-2026 11:00 AM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Capistrano-Beach/27611-Vista-de-Dons-92624/home/5001792,CRMLS,NP26040659,N,Y,33.4491885,-117.6494833
MLS Listing,,Condo/Co-op,5499 Paseo Del Lago W Unit 3C,Laguna Woods,CA,92637,599000,3,2.0,Leisure World (LW),1656,,1978,2,362,938,Active,February-28-2026 12:00 AM,February-28-2026 03:00 PM,https://www.redfin.com/CA/Laguna-Woods/5499-Paseo-del-Lago-W-92637/unit-3C/home/5470625,CRMLS,OC26037565,N,Y,33.614764,-117.741787
MLS Listing,,Single Family Residential,1961 San Remo Dr,Laguna Beach,CA,92651,3495000,3,2.5,Temple Hills (TH),2430,7200,1972,2,1438,,Active,March-1-2026 01:00 PM,March-1-2026 04:00 PM,https://www.redfin.com/CA/Laguna-Beach/1961-San-Remo-Dr-92651/home/4889386,CRMLS,NP26043095,N,Y,33.5445569,-117.7653096
MLS Listing,,Single Family Residential,504 E Barkley,Orange,CA,92867,1225000,3,2.0,"72 - Orange & Garden Grove, E of Harbor, N of 22 F",1756,7650,1955,2,698,,Active,March-7-2026 01:00 PM,March-7-2026 04:00 PM,https://www.redfin.com/CA/Orange/504-E-Barkley-Ave-92867/home/4404248,CRMLS,PW26039172,N,Y,33.8014106,-117.848504
MLS Listing,,Single Family Residential,1516 E Ocean Front,Newport Beach,CA,92661,11199000,5,4.0,Balboa Peninsula Point (BLPP),3083,3720,1963,2,3633,,Active,March-1-2026 01:00 PM,March-1-2026 03:00 PM,https://www.redfin.com/CA/Newport-Beach/1516-E-Oceanfront-92661/home/3240071,CRMLS,NP26043115,N,Y,33.5977673,-117.8908134
MLS Listing,,Condo/Co-op,98 Pasto Rico,Rancho Santa Margarita,CA,92688,615000,2,2.0,Serabrisa (SRB),1032,108454,1989,2,596,668,Active,,,https://www.redfin.com/CA/Rancho-Santa-Margarita/98-Pasto-Rico-92688/home/5486100,CRMLS,OC26042882,N,Y,33.622093,-117.614402
MLS Listing,,Single Family Residential,26221 Avenida Deseo,Mission Viejo,CA,92692,1150000,4,2.0,Cordova Vista (CV),1538,7440,1968,2,748,,Active,February-28-2026 01:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Mission-Viejo/26221-Avenida-Deseo-92691/home/5077418,CRMLS,OC26037395,N,Y,33.6145143,-117.6728273
MLS Listing,,Single Family Residential,9 Calle Larspur,Rancho Santa Margarita,CA,92688,1275000,3,2.5,Other (OTHR),2100,4500,1987,2,607,87,Active,March-1-2026 01:00 PM,March-1-2026 04:00 PM,https://www.redfin.com/CA/Rancho-Santa-Margarita/9-Calle-Larspur-92688/home/5092452,CRMLS,OC26043121,N,Y,33.6530335,-117.5779933
MLS Listing,,Townhouse,107 Sapphire #34,Irvine,CA,92602,1195000,3,2.5,Mandeville (MAND),1482,23262,2001,2,806,359,Active,February-28-2026 01:00 PM,February-28-2026 03:00 PM,https://www.redfin.com/CA/Irvine/107-Sapphire-92602/unit-34/home/5885076,CRMLS,OC26013814,N,Y,33.7295906,-117.7773325
MLS Listing,,Single Family Residential,3317 Topaz,Fullerton,CA,92831,749000,3,2.0,Fullerton Heights (FULH),1332,2850,1963,2,562,350,Active,March-1-2026 12:00 PM,March-1-2026 04:00 PM,https://www.redfin.com/CA/Fullerton/3317-Topaz-Ln-92831/home/4199718,CRMLS,DW26042872,N,Y,33.8861265,-117.8680398
MLS Listing,,Townhouse,24839-#4 Nueva Vis,Laguna Niguel,CA,92677,774900,2,2.5,Marin Colony (RN) (RNC),1204,60282,1986,2,644,450,Active,,,https://www.redfin.com/CA/Laguna-Niguel/24839-4-Nueva-Vista-Dr-92677/home/200684628,CRMLS,OC26040232,N,Y,33.541265,-117.695821
MLS Listing,,Condo/Co-op,7022 Solara Way,Westminster,CA,92683,889990,4,2.5,Other (OTHR),1698,,2025,2,524,361,Active,February-28-2026 10:30 AM,February-28-2026 04:30 PM,https://www.redfin.com/CA/Westminster/13552-Goldenwest-St-92683/home/176550375,CRMLS,OC26043073,N,Y,33.7651905,-118.0064633
